[335.499, 174.046, -35.5269, -226.693, 177.455, -108.85, -11.8645, -303.958]
[335.499, 174.661, -35.5269, -226.693, 177.455, -109.465, -11.8645, -303.958]
[335.499, 174.661, -35.5269, -229.3, 177.455, -106.858, -11.8645, -303.958]
[335.63, 174.661, -35.5269, -229.3, 177.455, -106.989, -11.8645, -303.958]
[335.893, 174.661, -35.7899, -229.3, 177.455, -106.989, -11.8645, -303.958]
[335.893, 174.661, -35.7899, -229.3, 178.898, -106.989, -13.3074, -303.958]
[335.893, 174.661, -35.7899, -230.44, 178.898, -106.989, -12.1674, -303.958]
[335.893, 175.283, -35.7899, -230.44, 178.898, -107.611, -12.1674, -303.958]
[324.906, 175.283, -35.7899, -219.453, 178.898, -107.611, -12.1674, -303.958]
[324.906, 175.283, -35.7899, -220.686, 178.898, -107.611, -10.9352, -303.958]
[324.906, 175.898, -35.7899, -220.686, 178.898, -108.226, -10.9352, -303.958]
[324.906, 175.898, -35.7899, -217.344, 178.898, -108.226, -10.9352, -307.3]
[324.906, 175.898, -35.7899, -220.116, 178.898, -105.454, -10.9352, -307.3]
[326.934, 173.871, -35.7899, -220.116, 178.898, -105.454, -10.9352, -307.3]
[326.934, 174.507, -35.7899, -220.116, 178.898, -106.09, -10.9352, -307.3]
[326.934, 174.507, -35.7899, -220.316, 179.098, -106.09, -10.9352, -307.3]
[326.934, 174.507, -35.7899, -222.983, 179.098, -103.423, -10.9352, -307.3]
[326.934, 174.71, -35.7899, -223.186, 179.098, -103.423, -10.9352, -307.3]
[326.934, 174.71, -35.7899, -223.186, 179.098, -103.423, -10.394, -307.841]
[327.299, 174.71, -35.7899, -223.186, 179.098, -103.423, -10.7593, -307.841]
[316.637, 174.71, -35.7899, -223.186, 179.098, -103.423, -0.0973285, -307.841]
[316.637, 174.71, -35.7899, -223.38, 179.292, -103.423, -0.0973285, -307.841]
[318.784, 172.563, -35.7899, -223.38, 179.292, -103.423, -0.0973285, -307.841]
[318.784, 172.563, -35.7899, -220.067, 179.292, -103.423, -0.0973285, -311.155]
[318.784, 173.783, -37.0105, -220.067, 179.292, -103.423, -0.0973285, -311.155]
[318.784, 173.783, -35.4872, -221.59, 179.292, -103.423, -0.0973285, -311.155]
[320.879, 171.689, -35.4872, -221.59, 179.292, -103.423, -0.0973285, -311.155]
[320.879, 171.689, -45.0282, -212.049, 179.292, -103.423, -0.0973285, -311.155]
[323.032, 171.689, -45.0282, -212.049, 177.139, -103.423, -0.0973285, -311.155]
[323.032, 172.35, -45.0282, -212.049, 177.139, -104.085, -0.0973285, -311.155]
[323.032, 172.35, -43.2819, -213.795, 177.139, -104.085, -0.0973285, -311.155]
[323.032, 173.004, -43.2819, -213.795, 177.139, -104.739, -0.0973285, -311.155]
