[-18.0641, 52.3636, -12.9012, -25.0434]
[-13.4768, 52.3636, -17.4884, -25.0434]
[-9.09462, 52.3636, -21.8706, -25.0434]
[-13.9223, 52.3636, -21.8706, -20.2157]
[-13.9223, 55.2803, -21.8706, -23.1324]
[-18.5718, 55.2803, -17.2211, -23.1324]
[-18.5718, 55.2803, -21.8251, -18.5284]
[-23.1164, 55.2803, -17.2805, -18.5284]
[-16.9762, 49.1402, -17.2805, -18.5284]
[-11.0777, 43.2416, -17.2805, -18.5284]
[-6.77231, 43.2416, -17.2805, -22.8338]
[-11.4789, 43.2416, -12.5739, -22.8338]
[-11.4789, 46.4969, -15.8292, -22.8338]
[-16.2044, 46.4969, -15.8292, -18.1083]
[-19.3185, 49.611, -15.8292, -18.1083]
[-23.7123, 49.611, -11.4354, -18.1083]
[-26.6144, 52.5131, -11.4354, -18.1083]
[-21.8038, 52.5131, -16.246, -18.1083]
[-26.1931, 52.5131, -16.246, -13.719]
[-28.9907, 55.3107, -16.246, -13.719]
[-28.9907, 55.3107, -11.7176, -18.2474]
[-33.2226, 55.3107, -11.7176, -14.0155]
[-28.2717, 55.3107, -16.6685, -14.0155]
[-28.2717, 49.2955, -10.6533, -14.0155]
[-23.4069, 49.2955, -15.518, -14.0155]
[-23.4069, 49.2955, -19.9563, -9.57726]
[-23.4069, 52.278, -22.9388, -9.57726]
[-18.9246, 52.278, -27.4211, -9.57726]
[-18.9246, 55.0565, -30.1997, -9.57726]
[-14.7046, 55.0565, -34.4197, -9.57726]
[-17.6769, 58.0289, -34.4197, -9.57726]
[-22.5223, 58.0289, -29.5744, -9.57726]
[-18.208, 58.0289, -33.8886, -9.57726]
[-18.208, 51.6352, -27.495, -9.57726]
[-22.8874, 51.6352, -22.8156, -9.57726]
[-22.8874, 54.5153, -25.6957, -9.57726]
[-22.8874, 57.284, -28.4644, -9.57726]
[-16.7132, 51.1098, -28.4644, -9.57726]
[-12.5038, 51.1098, -32.6738, -9.57726]
[-6.65566, 45.2617, -32.6738, -9.57726]
[-6.65566, 48.0741, -35.4862, -9.57726]
[-9.93346, 51.3519, -35.4862, -9.57726]
[-4.13264, 45.5511, -35.4862, -9.57726]
[-7.5159, 48.9344, -35.4862, -9.57726]
[-7.5159, 42.6796, -29.2315, -9.57726]
[-7.5159, 42.6796, -24.3215, -14.4872]
[-3.41892, 42.6796, -28.4185, -14.4872]
[-3.41892, 45.6255, -31.3644, -14.4872]
[-3.41892, 45.6255, -35.4598, -10.3918]
[-3.41892, 39.4338, -29.2682, -10.3918]
[-6.94702, 42.9619, -29.2682, -10.3918]
[-6.94702, 45.8855, -32.1917, -10.3918]
[-1.3206, 40.2591, -32.1917, -10.3918]
[-1.3206, 43.1783, -35.111, -10.3918]
[-1.3206, 37.5365, -35.111, -4.74997]
[2.40284, 37.5365, -38.8344, -4.74997]
[2.40284, 31.4355, -32.7334, -4.74997]
[6.09706, 31.4355, -36.4276, -4.74997]
[6.09706, 31.4355, -40.197, -0.980534]
[2.18874, 35.3438, -40.197, -0.980534]
[6.58975, 35.3438, -40.197, -5.38154]
[6.58975, 35.3438, -43.8982, -1.68036]
[11.7001, 30.2334, -43.8982, -1.68036]
[15.8733, 30.2334, -43.8982, -5.85349]
[15.8733, 24.9633, -43.8982, -0.583391]
[15.8733, 24.9633, -38.4727, -6.00888]
[20.5482, 20.2884, -38.4727, -6.00888]
[16.0706, 24.766, -38.4727, -6.00888]
[16.0706, 28.5552, -38.4727, -9.79801]
[16.0706, 28.5552, -33.3641, -14.9067]
[19.8553, 28.5552, -33.3641, -18.6914]
[24.5215, 23.8889, -33.3641, -18.6914]
[28.9793, 19.4312, -33.3641, -18.6914]
[24.2941, 24.1164, -33.3641, -18.6914]
[19.8182, 28.5922, -33.3641, -18.6914]
[15.5424, 32.868, -33.3641, -18.6914]
[11.457, 36.9535, -33.3641, -18.6914]
[7.55214, 40.8583, -33.3641, -18.6914]
[11.4406, 40.8583, -33.3641, -22.5798]
[6.21528, 40.8583, -33.3641, -17.3545]
[6.21528, 40.8583, -28.535, -22.1836]
[6.21528, 43.9655, -28.535, -25.2908]
[6.21528, 46.9479, -28.535, -28.2732]
[6.21528, 49.8078, -31.395, -28.2732]
[6.21528, 43.6139, -25.2011, -28.2732]
[6.21528, 37.6005, -25.2011, -22.2598]
[6.21528, 40.7126, -28.3131, -22.2598]
[2.5072, 44.4207, -28.3131, -22.2598]
[-1.04099, 47.9689, -28.3131, -22.2598]
[-1.04099, 50.8133, -31.1575, -22.2598]
[-1.04099, 44.7766, -31.1575, -16.2231]
[-4.50595, 48.2415, -31.1575, -16.2231]
[-7.82502, 51.5606, -31.1575, -16.2231]
[-11.0068, 54.7423, -31.1575, -16.2231]
[-14.0593, 57.7949, -31.1575, -16.2231]
[-14.0593, 60.6834, -31.1575, -19.1116]
[-14.0593, 63.2349, -33.709, -19.1116]
[-14.0593, 65.6943, -36.1685, -19.1116]
[-14.0593, 59.1233, -29.5975, -19.1116]
[-14.0593, 61.7321, -32.2062, -19.1116]
[-14.0593, 64.2455, -34.7196, -19.1116]
[-14.0593, 66.6691, -37.1432, -19.1116]
[-16.8181, 69.4279, -37.1432, -19.1116]
[-16.8181, 72.04, -37.1432, -21.7237]
[-12.7992, 72.04, -41.1622, -21.7237]
[-6.53652, 65.7774, -41.1622, -21.7237]
[-6.53652, 59.1189, -34.5037, -21.7237]
[-6.53652, 61.6381, -37.0229, -21.7237]
[-0.596744, 55.6983, -37.0229, -21.7237]
[-0.596744, 58.2337, -39.5583, -21.7237]
[-0.596744, 60.6781, -42.0027, -21.7237]
[-0.596744, 63.0366, -44.3612, -21.7237]
[-0.596744, 56.3704, -37.6949, -21.7237]
[-0.596744, 58.8815, -40.2061, -21.7237]
[-0.596744, 61.3029, -42.6275, -21.7237]
[-3.72713, 64.4333, -42.6275, -21.7237]
[-6.73136, 67.4375, -42.6275, -21.7237]
[-6.73136, 60.7263, -35.9163, -21.7237]
[-2.90746, 60.7263, -39.7402, -21.7237]
[-2.90746, 63.1235, -42.1373, -21.7237]
[-5.95432, 66.1703, -42.1373, -21.7237]
[-8.87998, 69.096, -42.1373, -21.7237]
[-8.87998, 71.309, -44.3503, -21.7237]
[-8.87998, 73.4491, -46.4904, -21.7237]
[-8.87998, 75.5203, -48.5616, -21.7237]
[-11.5693, 78.2096, -48.5616, -21.7237]
[-11.5693, 80.1741, -50.5261, -21.7237]
[-11.5693, 82.079, -52.431, -21.7237]
[-11.5693, 83.9274, -54.2795, -21.7237]
[-11.5693, 85.7222, -56.0743, -21.7237]
[-11.5693, 87.4661, -57.8181, -21.7237]
[-11.5693, 89.1615, -59.5135, -21.7237]
[-11.5693, 90.8108, -61.1628, -21.7237]
[-11.5693, 92.4162, -62.7682, -21.7237]
[-11.5693, 93.9797, -64.3318, -21.7237]
[-11.5693, 95.5033, -65.8554, -21.7237]
[-11.5693, 97.618, -65.8554, -23.8384]
[-11.5693, 99.0775, -67.3148, -23.8384]
[-11.5693, 100.502, -68.739, -23.8384]
[-11.5693, 101.892, -70.1294, -23.8384]
[-11.5693, 103.25, -71.4874, -23.8384]
[-11.5693, 104.577, -72.8145, -23.8384]
[-13.7015, 106.709, -72.8145, -23.8384]
[-15.7652, 108.773, -72.8145, -23.8384]
[-21.4791, 108.773, -67.1006, -23.8384]
[-26.9537, 108.773, -61.626, -23.8384]
[-26.9537, 101.206, -54.0591, -23.8384]
[-26.9537, 93.825, -46.6779, -23.8384]
[-26.9537, 86.6433, -39.4962, -23.8384]
[-26.9537, 88.6175, -41.4704, -23.8384]
[-26.9537, 90.8102, -41.4704, -26.0311]
[-26.9537, 92.6915, -43.3517, -26.0311]
[-26.9537, 94.5176, -45.1778, -26.0311]
[-26.9537, 96.2911, -46.9513, -26.0311]
[-26.9537, 98.0148, -48.675, -26.0311]
[-26.9537, 99.691, -50.3511, -26.0311]
[-26.9537, 101.322, -51.9821, -26.0311]
[-26.9537, 102.91, -53.5701, -26.0311]
[-22.4612, 102.91, -53.5701, -30.5236]
[-24.4473, 104.896, -53.5701, -30.5236]
[-24.4473, 106.418, -55.0918, -30.5236]
[-24.4473, 106.418, -59.017, -26.5983]
[-24.4473, 107.853, -60.4527, -26.5983]
[-24.4473, 109.255, -61.8541, -26.5983]
[-24.4473, 110.623, -63.2227, -26.5983]
[-24.4473, 111.96, -64.5599, -26.5983]
[-17.3243, 104.837, -64.5599, -26.5983]
[-17.3243, 106.226, -65.9484, -26.5983]
[-17.3243, 107.582, -67.3047, -26.5983]
[-17.3243, 99.9639, -59.6863, -26.5983]
[-19.438, 102.078, -59.6863, -26.5983]
[-21.4842, 104.124, -59.6863, -26.5983]
[-21.4842, 105.579, -61.1417, -26.5983]
[-21.4842, 106.999, -62.5619, -26.5983]
[-21.4842, 99.4424, -55.0048, -26.5983]
[-21.4842, 101.015, -56.5779, -26.5983]
[-21.4842, 102.548, -58.1106, -26.5983]
[-21.4842, 104.042, -59.6048, -26.5983]
[-21.4842, 105.5, -61.0621, -26.5983]
[-21.4842, 106.922, -62.4843, -26.5983]
[-21.4842, 108.31, -63.8727, -26.5983]
[-17.9462, 108.31, -67.4107, -26.5983]
[-17.9462, 110.153, -67.4107, -28.4409]
[-17.9462, 102.998, -67.4107, -21.2864]
[-17.9462, 104.375, -68.7874, -21.2864]
[-17.9462, 104.375, -63.273, -26.8008]
[-17.9462, 105.784, -64.6822, -26.8008]
[-17.9462, 107.16, -66.0583, -26.8008]
[-17.9462, 108.505, -67.4026, -26.8008]
[-13.6722, 108.505, -67.4026, -31.0749]
[-15.708, 110.54, -67.4026, -31.0749]
[-15.708, 111.832, -68.6938, -31.0749]
[-15.708, 113.095, -69.9568, -31.0749]
[-15.708, 114.33, -71.1926, -31.0749]
[-15.708, 116.024, -71.1926, -32.7686]
[-15.708, 108.273, -63.441, -32.7686]
[-15.708, 110.027, -63.441, -34.5231]
[-11.6556, 110.027, -63.441, -38.5755]
[-4.7555, 103.127, -63.441, -38.5755]
[1.91895, 96.4525, -63.441, -38.5755]
[-0.58372, 98.9552, -63.441, -38.5755]
[2.52721, 98.9552, -66.5519, -38.5755]
[0.0585476, 101.424, -66.5519, -38.5755]
[-2.32286, 103.805, -66.5519, -38.5755]
[4.32175, 97.1607, -66.5519, -38.5755]
