Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
6	:	1771315436.610	     3.651	0	0	0	0	$BIN -f Exp/G6_I400_S0//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
12	:	1771315436.623	     3.803	0	0	0	0	$BIN -f Exp/G6_I400_S0//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
5	:	1771315436.608	     3.832	0	0	0	0	$BIN -f Exp/G6_I400_S0//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
11	:	1771315436.620	     3.866	0	0	0	0	$BIN -f Exp/G6_I400_S0//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
18	:	1771315436.637	     3.888	0	0	0	0	$BIN -f Exp/G6_I400_S0//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
3	:	1771315436.603	     3.993	0	0	0	0	$BIN -f Exp/G6_I400_S0//11.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/11.txt 2>&1
16	:	1771315436.632	     4.049	0	0	0	0	$BIN -f Exp/G6_I400_S0//23.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/23.txt 2>&1
13	:	1771315436.625	     4.095	0	0	0	0	$BIN -f Exp/G6_I400_S0//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
15	:	1771315436.630	     4.148	0	0	0	0	$BIN -f Exp/G6_I400_S0//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
20	:	1771315436.641	     4.336	0	0	0	0	$BIN -f Exp/G6_I400_S0//27.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/27.txt 2>&1
17	:	1771315436.634	     4.378	0	0	0	0	$BIN -f Exp/G6_I400_S0//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
4	:	1771315436.606	     4.437	0	0	0	0	$BIN -f Exp/G6_I400_S0//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
19	:	1771315436.639	     4.433	0	0	0	0	$BIN -f Exp/G6_I400_S0//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
10	:	1771315436.618	     4.950	0	0	0	0	$BIN -f Exp/G6_I400_S0//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
