Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
9	:	1771317151.932	     1.014	0	0	0	0	$BIN -f Exp/G6_I200_S50//17.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/17.txt 2>&1
11	:	1771317151.938	     1.061	0	0	0	0	$BIN -f Exp/G6_I200_S50//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
19	:	1771317151.958	     1.114	0	0	0	0	$BIN -f Exp/G6_I200_S50//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
13	:	1771317151.942	     1.159	0	0	0	0	$BIN -f Exp/G6_I200_S50//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
1	:	1771317151.915	     1.212	0	0	0	0	$BIN -f Exp/G6_I200_S50//0.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/0.txt 2>&1
2	:	1771317151.917	     1.218	0	0	0	0	$BIN -f Exp/G6_I200_S50//10.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/10.txt 2>&1
4	:	1771317151.921	     1.220	0	0	0	0	$BIN -f Exp/G6_I200_S50//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
12	:	1771317151.940	     1.294	0	0	0	0	$BIN -f Exp/G6_I200_S50//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
5	:	1771317151.923	     1.347	0	0	0	0	$BIN -f Exp/G6_I200_S50//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
7	:	1771317151.927	     1.411	0	0	0	0	$BIN -f Exp/G6_I200_S50//15.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/15.txt 2>&1
6	:	1771317151.925	     1.496	0	0	0	0	$BIN -f Exp/G6_I200_S50//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
8	:	1771317151.930	     1.536	0	0	0	0	$BIN -f Exp/G6_I200_S50//16.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/16.txt 2>&1
14	:	1771317151.945	     1.603	0	0	0	0	$BIN -f Exp/G6_I200_S50//21.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/21.txt 2>&1
15	:	1771317151.947	     1.654	0	0	0	0	$BIN -f Exp/G6_I200_S50//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
3	:	1771317151.919	     1.717	0	0	0	0	$BIN -f Exp/G6_I200_S50//11.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/11.txt 2>&1
10	:	1771317151.936	     1.913	0	0	0	0	$BIN -f Exp/G6_I200_S50//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
18	:	1771317151.955	     2.019	0	0	0	0	$BIN -f Exp/G6_I200_S50//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
27	:	1771317153.144	     1.092	0	0	0	0	$BIN -f Exp/G6_I200_S50//33.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/33.txt 2>&1
28	:	1771317153.238	     1.126	0	0	0	0	$BIN -f Exp/G6_I200_S50//34.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/34.txt 2>&1
23	:	1771317153.075	     1.424	0	0	0	0	$BIN -f Exp/G6_I200_S50//2.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/2.txt 2>&1
24	:	1771317153.104	     1.482	0	0	0	0	$BIN -f Exp/G6_I200_S50//30.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/30.txt 2>&1
29	:	1771317153.274	     1.347	0	0	0	0	$BIN -f Exp/G6_I200_S50//35.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/35.txt 2>&1
32	:	1771317153.469	     1.185	0	0	0	0	$BIN -f Exp/G6_I200_S50//38.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/38.txt 2>&1
26	:	1771317153.139	     1.614	0	0	0	0	$BIN -f Exp/G6_I200_S50//32.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/32.txt 2>&1
33	:	1771317153.552	     1.238	0	0	0	0	$BIN -f Exp/G6_I200_S50//39.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/39.txt 2>&1
17	:	1771317151.953	     2.842	0	0	0	0	$BIN -f Exp/G6_I200_S50//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
25	:	1771317153.130	     1.751	0	0	0	0	$BIN -f Exp/G6_I200_S50//31.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/31.txt 2>&1
30	:	1771317153.342	     1.595	0	0	0	0	$BIN -f Exp/G6_I200_S50//36.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/36.txt 2>&1
21	:	1771317152.952	     2.073	0	0	0	0	$BIN -f Exp/G6_I200_S50//28.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/28.txt 2>&1
37	:	1771317153.979	     1.087	0	0	0	0	$BIN -f Exp/G6_I200_S50//42.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/42.txt 2>&1
34	:	1771317153.604	     1.662	0	0	0	0	$BIN -f Exp/G6_I200_S50//3.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/3.txt 2>&1
38	:	1771317154.239	     1.052	0	0	0	0	$BIN -f Exp/G6_I200_S50//43.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/43.txt 2>&1
