Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
5	:	1771315871.588	     3.684	0	0	0	0	$BIN -f Exp/G8_I400_S0//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
18	:	1771315871.623	     3.713	0	0	0	0	$BIN -f Exp/G8_I400_S0//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
6	:	1771315871.591	     3.832	0	0	0	0	$BIN -f Exp/G8_I400_S0//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
12	:	1771315871.608	     3.849	0	0	0	0	$BIN -f Exp/G8_I400_S0//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
14	:	1771315871.613	     3.886	0	0	0	0	$BIN -f Exp/G8_I400_S0//21.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/21.txt 2>&1
4	:	1771315871.585	     3.921	0	0	0	0	$BIN -f Exp/G8_I400_S0//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
16	:	1771315871.618	     3.943	0	0	0	0	$BIN -f Exp/G8_I400_S0//23.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/23.txt 2>&1
1	:	1771315871.577	     4.011	0	0	0	0	$BIN -f Exp/G8_I400_S0//0.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/0.txt 2>&1
20	:	1771315871.627	     3.990	0	0	0	0	$BIN -f Exp/G8_I400_S0//27.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/27.txt 2>&1
9	:	1771315871.600	     4.082	0	0	0	0	$BIN -f Exp/G8_I400_S0//17.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/17.txt 2>&1
13	:	1771315871.611	     4.121	0	0	0	0	$BIN -f Exp/G8_I400_S0//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
19	:	1771315871.625	     4.243	0	0	0	0	$BIN -f Exp/G8_I400_S0//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
11	:	1771315871.605	     4.272	0	0	0	0	$BIN -f Exp/G8_I400_S0//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
15	:	1771315871.616	     4.273	0	0	0	0	$BIN -f Exp/G8_I400_S0//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
17	:	1771315871.621	     4.271	0	0	0	0	$BIN -f Exp/G8_I400_S0//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
8	:	1771315871.597	     4.301	0	0	0	0	$BIN -f Exp/G8_I400_S0//16.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/16.txt 2>&1
10	:	1771315871.603	     4.344	0	0	0	0	$BIN -f Exp/G8_I400_S0//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
2	:	1771315871.580	     4.443	0	0	0	0	$BIN -f Exp/G8_I400_S0//10.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/10.txt 2>&1
3	:	1771315871.582	     4.963	0	0	0	0	$BIN -f Exp/G8_I400_S0//11.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/11.txt 2>&1
21	:	1771315875.278	     3.953	0	0	0	0	$BIN -f Exp/G8_I400_S0//28.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/28.txt 2>&1
23	:	1771315875.427	     3.838	0	0	0	0	$BIN -f Exp/G8_I400_S0//2.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/2.txt 2>&1
22	:	1771315875.341	     4.082	0	0	0	0	$BIN -f Exp/G8_I400_S0//29.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/29.txt 2>&1
27	:	1771315875.565	     4.083	0	0	0	0	$BIN -f Exp/G8_I400_S0//33.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/33.txt 2>&1
31	:	1771315875.737	     3.917	0	0	0	0	$BIN -f Exp/G8_I400_S0//37.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/37.txt 2>&1
25	:	1771315875.505	     4.590	0	0	0	0	$BIN -f Exp/G8_I400_S0//31.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/31.txt 2>&1
29	:	1771315875.623	     4.723	0	0	0	0	$BIN -f Exp/G8_I400_S0//35.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/35.txt 2>&1
34	:	1771315875.893	     4.523	0	0	0	0	$BIN -f Exp/G8_I400_S0//3.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/3.txt 2>&1
26	:	1771315875.511	     4.979	0	0	0	0	$BIN -f Exp/G8_I400_S0//32.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/32.txt 2>&1
37	:	1771315875.952	     4.554	0	0	0	0	$BIN -f Exp/G8_I400_S0//42.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/42.txt 2>&1
