Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
15	:	1771318656.476	     1.085	0	0	0	0	$BIN -f Exp/G10_I200_S50//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
8	:	1771318656.459	     1.167	0	0	0	0	$BIN -f Exp/G10_I200_S50//16.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/16.txt 2>&1
20	:	1771318656.487	     1.155	0	0	0	0	$BIN -f Exp/G10_I200_S50//27.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/27.txt 2>&1
4	:	1771318656.448	     1.212	0	0	0	0	$BIN -f Exp/G10_I200_S50//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
16	:	1771318656.478	     1.276	0	0	0	0	$BIN -f Exp/G10_I200_S50//23.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/23.txt 2>&1
12	:	1771318656.469	     1.312	0	0	0	0	$BIN -f Exp/G10_I200_S50//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
6	:	1771318656.454	     1.335	0	0	0	0	$BIN -f Exp/G10_I200_S50//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
17	:	1771318656.480	     1.358	0	0	0	0	$BIN -f Exp/G10_I200_S50//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
18	:	1771318656.482	     1.483	0	0	0	0	$BIN -f Exp/G10_I200_S50//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
19	:	1771318656.485	     1.719	0	0	0	0	$BIN -f Exp/G10_I200_S50//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
1	:	1771318656.440	     1.825	0	0	0	0	$BIN -f Exp/G10_I200_S50//0.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/0.txt 2>&1
14	:	1771318656.473	     1.849	0	0	0	0	$BIN -f Exp/G10_I200_S50//21.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/21.txt 2>&1
9	:	1771318656.462	     1.996	0	0	0	0	$BIN -f Exp/G10_I200_S50//17.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/17.txt 2>&1
11	:	1771318656.466	     2.307	0	0	0	0	$BIN -f Exp/G10_I200_S50//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
26	:	1771318657.785	     1.151	0	0	0	0	$BIN -f Exp/G10_I200_S50//32.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/32.txt 2>&1
2	:	1771318656.443	     2.583	0	0	0	0	$BIN -f Exp/G10_I200_S50//10.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/10.txt 2>&1
24	:	1771318657.663	     1.410	0	0	0	0	$BIN -f Exp/G10_I200_S50//30.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/30.txt 2>&1
5	:	1771318656.451	     2.697	0	0	0	0	$BIN -f Exp/G10_I200_S50//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
10	:	1771318656.464	     2.801	0	0	0	0	$BIN -f Exp/G10_I200_S50//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
30	:	1771318658.211	     1.176	0	0	0	0	$BIN -f Exp/G10_I200_S50//36.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/36.txt 2>&1
27	:	1771318657.792	     1.807	0	0	0	0	$BIN -f Exp/G10_I200_S50//33.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/33.txt 2>&1
23	:	1771318657.646	     1.961	0	0	0	0	$BIN -f Exp/G10_I200_S50//2.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/2.txt 2>&1
32	:	1771318658.331	     1.289	0	0	0	0	$BIN -f Exp/G10_I200_S50//38.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/38.txt 2>&1
31	:	1771318658.270	     1.354	0	0	0	0	$BIN -f Exp/G10_I200_S50//37.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/37.txt 2>&1
28	:	1771318657.844	     1.847	0	0	0	0	$BIN -f Exp/G10_I200_S50//34.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/34.txt 2>&1
25	:	1771318657.758	     1.955	0	0	0	0	$BIN -f Exp/G10_I200_S50//31.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/31.txt 2>&1
33	:	1771318658.463	     1.333	0	0	0	0	$BIN -f Exp/G10_I200_S50//39.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/39.txt 2>&1
13	:	1771318656.471	     3.740	0	0	0	0	$BIN -f Exp/G10_I200_S50//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
38	:	1771318659.152	     1.134	0	0	0	0	$BIN -f Exp/G10_I200_S50//43.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/43.txt 2>&1
34	:	1771318658.778	     1.568	0	0	0	0	$BIN -f Exp/G10_I200_S50//3.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/3.txt 2>&1
22	:	1771318657.632	     2.964	0	0	0	0	$BIN -f Exp/G10_I200_S50//29.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/29.txt 2>&1
29	:	1771318657.971	     2.692	0	0	0	0	$BIN -f Exp/G10_I200_S50//35.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/35.txt 2>&1
47	:	1771318659.800	     0.909	0	0	0	0	$BIN -f Exp/G10_I200_S50//51.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/51.txt 2>&1
40	:	1771318659.392	     1.342	0	0	0	0	$BIN -f Exp/G10_I200_S50//45.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/45.txt 2>&1
7	:	1771318656.456	     4.303	0	0	0	0	$BIN -f Exp/G10_I200_S50//15.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/15.txt 2>&1
42	:	1771318659.611	     1.494	0	0	0	0	$BIN -f Exp/G10_I200_S50//47.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/47.txt 2>&1
37	:	1771318659.078	     2.046	0	0	0	0	$BIN -f Exp/G10_I200_S50//42.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/42.txt 2>&1
36	:	1771318659.030	     2.118	0	0	0	0	$BIN -f Exp/G10_I200_S50//41.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/41.txt 2>&1
48	:	1771318660.216	     1.029	0	0	0	0	$BIN -f Exp/G10_I200_S50//52.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/52.txt 2>&1
41	:	1771318659.607	     2.025	0	0	0	0	$BIN -f Exp/G10_I200_S50//46.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/46.txt 2>&1
45	:	1771318659.696	     1.973	0	0	0	0	$BIN -f Exp/G10_I200_S50//4.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/4.txt 2>&1
39	:	1771318659.268	     2.457	0	0	0	0	$BIN -f Exp/G10_I200_S50//44.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/44.txt 2>&1
50	:	1771318660.351	     1.559	0	0	0	0	$BIN -f Exp/G10_I200_S50//54.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/54.txt 2>&1
52	:	1771318660.667	     1.266	0	0	0	0	$BIN -f Exp/G10_I200_S50//56.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/56.txt 2>&1
53	:	1771318660.715	     1.420	0	0	0	0	$BIN -f Exp/G10_I200_S50//57.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/57.txt 2>&1
