[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
[370.611, 149.176, -65.6879, -357.062, 134.267, -122.241, -109.113]
