Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
7	:	1771317621.186	     8.780	0	0	0	0	$BIN -f Exp/G6_I600_S50//15.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/15.txt 2>&1
16	:	1771317621.215	     8.871	0	0	0	0	$BIN -f Exp/G6_I600_S50//23.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/23.txt 2>&1
15	:	1771317621.212	     9.053	0	0	0	0	$BIN -f Exp/G6_I600_S50//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
6	:	1771317621.183	     9.245	0	0	0	0	$BIN -f Exp/G6_I600_S50//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
17	:	1771317621.218	     9.317	0	0	0	0	$BIN -f Exp/G6_I600_S50//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
9	:	1771317621.193	     9.664	0	0	0	0	$BIN -f Exp/G6_I600_S50//17.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/17.txt 2>&1
4	:	1771317621.177	     9.836	0	0	0	0	$BIN -f Exp/G6_I600_S50//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
11	:	1771317621.199	     9.950	0	0	0	0	$BIN -f Exp/G6_I600_S50//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
19	:	1771317621.225	     9.935	0	0	0	0	$BIN -f Exp/G6_I600_S50//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
1	:	1771317621.168	    10.042	0	0	0	0	$BIN -f Exp/G6_I600_S50//0.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/0.txt 2>&1
12	:	1771317621.203	    10.157	0	0	0	0	$BIN -f Exp/G6_I600_S50//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
3	:	1771317621.174	    10.246	0	0	0	0	$BIN -f Exp/G6_I600_S50//11.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/11.txt 2>&1
2	:	1771317621.171	    10.372	0	0	0	0	$BIN -f Exp/G6_I600_S50//10.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/10.txt 2>&1
5	:	1771317621.180	    10.619	0	0	0	0	$BIN -f Exp/G6_I600_S50//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
8	:	1771317621.190	    10.649	0	0	0	0	$BIN -f Exp/G6_I600_S50//16.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/16.txt 2>&1
13	:	1771317621.206	    10.898	0	0	0	0	$BIN -f Exp/G6_I600_S50//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
10	:	1771317621.196	    11.236	0	0	0	0	$BIN -f Exp/G6_I600_S50//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
20	:	1771317621.227	    11.312	0	0	0	0	$BIN -f Exp/G6_I600_S50//27.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/27.txt 2>&1
14	:	1771317621.209	    11.352	0	0	0	0	$BIN -f Exp/G6_I600_S50//21.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/21.txt 2>&1
18	:	1771317621.221	    15.148	0	0	0	0	$BIN -f Exp/G6_I600_S50//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
23	:	1771317630.270	     9.189	0	0	0	0	$BIN -f Exp/G6_I600_S50//2.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/2.txt 2>&1
24	:	1771317630.434	     9.681	0	0	0	0	$BIN -f Exp/G6_I600_S50//30.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/30.txt 2>&1
25	:	1771317630.539	     9.914	0	0	0	0	$BIN -f Exp/G6_I600_S50//31.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/31.txt 2>&1
31	:	1771317631.366	     9.148	0	0	0	0	$BIN -f Exp/G6_I600_S50//37.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/37.txt 2>&1
27	:	1771317631.020	     9.666	0	0	0	0	$BIN -f Exp/G6_I600_S50//33.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/33.txt 2>&1
21	:	1771317629.972	    10.750	0	0	0	0	$BIN -f Exp/G6_I600_S50//28.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/28.txt 2>&1
30	:	1771317631.216	     9.826	0	0	0	0	$BIN -f Exp/G6_I600_S50//36.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/36.txt 2>&1
26	:	1771317630.864	    10.243	0	0	0	0	$BIN -f Exp/G6_I600_S50//32.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/32.txt 2>&1
32	:	1771317631.426	    10.011	0	0	0	0	$BIN -f Exp/G6_I600_S50//38.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/38.txt 2>&1
28	:	1771317631.154	    10.328	0	0	0	0	$BIN -f Exp/G6_I600_S50//34.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/34.txt 2>&1
29	:	1771317631.164	    11.223	0	0	0	0	$BIN -f Exp/G6_I600_S50//35.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/35.txt 2>&1
33	:	1771317631.549	    11.072	0	0	0	0	$BIN -f Exp/G6_I600_S50//39.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/39.txt 2>&1
38	:	1771317632.545	    10.789	0	0	0	0	$BIN -f Exp/G6_I600_S50//43.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/43.txt 2>&1
39	:	1771317632.567	    11.717	0	0	0	0	$BIN -f Exp/G6_I600_S50//44.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/44.txt 2>&1
36	:	1771317632.111	    12.730	0	0	0	0	$BIN -f Exp/G6_I600_S50//41.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/41.txt 2>&1
35	:	1771317631.845	    13.412	0	0	0	0	$BIN -f Exp/G6_I600_S50//40.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/40.txt 2>&1
37	:	1771317632.438	    13.973	0	0	0	0	$BIN -f Exp/G6_I600_S50//42.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/42.txt 2>&1
22	:	1771317630.093	    16.322	0	0	0	0	$BIN -f Exp/G6_I600_S50//29.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/29.txt 2>&1
40	:	1771317636.375	    10.661	0	0	0	0	$BIN -f Exp/G6_I600_S50//45.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/45.txt 2>&1
34	:	1771317631.805	    15.882	0	0	0	0	$BIN -f Exp/G6_I600_S50//3.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/3.txt 2>&1
41	:	1771317639.464	     8.927	0	0	0	0	$BIN -f Exp/G6_I600_S50//46.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/46.txt 2>&1
42	:	1771317640.122	     9.380	0	0	0	0	$BIN -f Exp/G6_I600_S50//47.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/47.txt 2>&1
43	:	1771317640.459	     9.419	0	0	0	0	$BIN -f Exp/G6_I600_S50//48.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/48.txt 2>&1
