Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
1	:	1771316336.949	     1.001	0	0	0	0	$BIN -f Exp/G10_I200_S0//0.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/0.txt 2>&1
12	:	1771316336.974	     1.026	0	0	0	0	$BIN -f Exp/G10_I200_S0//1.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/1.txt 2>&1
19	:	1771316336.988	     1.174	0	0	0	0	$BIN -f Exp/G10_I200_S0//26.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/26.txt 2>&1
13	:	1771316336.976	     1.192	0	0	0	0	$BIN -f Exp/G10_I200_S0//20.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/20.txt 2>&1
16	:	1771316336.982	     1.187	0	0	0	0	$BIN -f Exp/G10_I200_S0//23.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/23.txt 2>&1
11	:	1771316336.971	     1.200	0	0	0	0	$BIN -f Exp/G10_I200_S0//19.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/19.txt 2>&1
5	:	1771316336.958	     1.345	0	0	0	0	$BIN -f Exp/G10_I200_S0//13.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/13.txt 2>&1
17	:	1771316336.984	     1.670	0	0	0	0	$BIN -f Exp/G10_I200_S0//24.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/24.txt 2>&1
14	:	1771316336.978	     1.860	0	0	0	0	$BIN -f Exp/G10_I200_S0//21.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/21.txt 2>&1
7	:	1771316336.962	     1.925	0	0	0	0	$BIN -f Exp/G10_I200_S0//15.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/15.txt 2>&1
8	:	1771316336.964	     2.003	0	0	0	0	$BIN -f Exp/G10_I200_S0//16.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/16.txt 2>&1
9	:	1771316336.967	     2.111	0	0	0	0	$BIN -f Exp/G10_I200_S0//17.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/17.txt 2>&1
24	:	1771316338.172	     1.042	0	0	0	0	$BIN -f Exp/G10_I200_S0//30.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/30.txt 2>&1
22	:	1771316338.005	     1.215	0	0	0	0	$BIN -f Exp/G10_I200_S0//29.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/29.txt 2>&1
6	:	1771316336.960	     2.523	0	0	0	0	$BIN -f Exp/G10_I200_S0//14.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/14.txt 2>&1
27	:	1771316338.308	     1.226	0	0	0	0	$BIN -f Exp/G10_I200_S0//33.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/33.txt 2>&1
10	:	1771316336.969	     2.709	0	0	0	0	$BIN -f Exp/G10_I200_S0//18.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/18.txt 2>&1
26	:	1771316338.179	     1.652	0	0	0	0	$BIN -f Exp/G10_I200_S0//32.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/32.txt 2>&1
20	:	1771316336.991	     3.078	0	0	0	0	$BIN -f Exp/G10_I200_S0//27.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/27.txt 2>&1
30	:	1771316338.891	     1.197	0	0	0	0	$BIN -f Exp/G10_I200_S0//36.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/36.txt 2>&1
21	:	1771316337.955	     2.157	0	0	0	0	$BIN -f Exp/G10_I200_S0//28.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/28.txt 2>&1
4	:	1771316336.956	     3.314	0	0	0	0	$BIN -f Exp/G10_I200_S0//12.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/12.txt 2>&1
36	:	1771316339.541	     1.034	0	0	0	0	$BIN -f Exp/G10_I200_S0//41.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/41.txt 2>&1
23	:	1771316338.169	     2.564	0	0	0	0	$BIN -f Exp/G10_I200_S0//2.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/2.txt 2>&1
25	:	1771316338.176	     2.713	0	0	0	0	$BIN -f Exp/G10_I200_S0//31.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/31.txt 2>&1
29	:	1771316338.845	     2.125	0	0	0	0	$BIN -f Exp/G10_I200_S0//35.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/35.txt 2>&1
37	:	1771316339.686	     1.405	0	0	0	0	$BIN -f Exp/G10_I200_S0//42.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/42.txt 2>&1
38	:	1771316339.834	     1.386	0	0	0	0	$BIN -f Exp/G10_I200_S0//43.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/43.txt 2>&1
33	:	1771316339.219	     2.289	0	0	0	0	$BIN -f Exp/G10_I200_S0//39.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/39.txt 2>&1
32	:	1771316339.081	     2.449	0	0	0	0	$BIN -f Exp/G10_I200_S0//38.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/38.txt 2>&1
34	:	1771316339.224	     2.460	0	0	0	0	$BIN -f Exp/G10_I200_S0//3.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/3.txt 2>&1
18	:	1771316336.986	     4.756	0	0	0	0	$BIN -f Exp/G10_I200_S0//25.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/25.txt 2>&1
39	:	1771316340.076	     1.809	0	0	0	0	$BIN -f Exp/G10_I200_S0//44.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/44.txt 2>&1
31	:	1771316338.971	     3.018	0	0	0	0	$BIN -f Exp/G10_I200_S0//37.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/37.txt 2>&1
2	:	1771316336.951	     5.230	0	0	0	0	$BIN -f Exp/G10_I200_S0//10.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/10.txt 2>&1
46	:	1771316340.975	     1.369	0	0	0	0	$BIN -f Exp/G10_I200_S0//50.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/50.txt 2>&1
47	:	1771316341.096	     1.279	0	0	0	0	$BIN -f Exp/G10_I200_S0//51.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/51.txt 2>&1
44	:	1771316340.737	     1.676	0	0	0	0	$BIN -f Exp/G10_I200_S0//49.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/49.txt 2>&1
41	:	1771316340.116	     2.552	0	0	0	0	$BIN -f Exp/G10_I200_S0//46.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/46.txt 2>&1
48	:	1771316341.225	     1.656	0	0	0	0	$BIN -f Exp/G10_I200_S0//52.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/52.txt 2>&1
51	:	1771316341.691	     1.308	0	0	0	0	$BIN -f Exp/G10_I200_S0//55.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/55.txt 2>&1
45	:	1771316340.894	     2.121	0	0	0	0	$BIN -f Exp/G10_I200_S0//4.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/4.txt 2>&1
53	:	1771316341.890	     1.490	0	0	0	0	$BIN -f Exp/G10_I200_S0//57.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/57.txt 2>&1
49	:	1771316341.512	     1.904	0	0	0	0	$BIN -f Exp/G10_I200_S0//53.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/53.txt 2>&1
54	:	1771316341.993	     1.460	0	0	0	0	$BIN -f Exp/G10_I200_S0//58.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/58.txt 2>&1
50	:	1771316341.534	     1.985	0	0	0	0	$BIN -f Exp/G10_I200_S0//54.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/54.txt 2>&1
55	:	1771316342.187	     1.355	0	0	0	0	$BIN -f Exp/G10_I200_S0//59.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/59.txt 2>&1
52	:	1771316341.745	     1.800	0	0	0	0	$BIN -f Exp/G10_I200_S0//56.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/56.txt 2>&1
43	:	1771316340.578	     2.970	0	0	0	0	$BIN -f Exp/G10_I200_S0//48.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/48.txt 2>&1
28	:	1771316338.658	     4.983	0	0	0	0	$BIN -f Exp/G10_I200_S0//34.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/34.txt 2>&1
59	:	1771316342.673	     1.149	0	0	0	0	$BIN -f Exp/G10_I200_S0//62.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/62.txt 2>&1
61	:	1771316343.003	     1.109	0	0	0	0	$BIN -f Exp/G10_I200_S0//64.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/64.txt 2>&1
15	:	1771316336.980	     7.185	0	0	0	0	$BIN -f Exp/G10_I200_S0//22.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/22.txt 2>&1
42	:	1771316340.275	     4.395	0	0	0	0	$BIN -f Exp/G10_I200_S0//47.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/47.txt 2>&1
63	:	1771316343.384	     1.309	0	0	0	0	$BIN -f Exp/G10_I200_S0//66.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/66.txt 2>&1
69	:	1771316343.552	     1.192	0	0	0	0	$BIN -f Exp/G10_I200_S0//71.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/71.txt 2>&1
58	:	1771316342.419	     2.406	0	0	0	0	$BIN -f Exp/G10_I200_S0//61.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/61.txt 2>&1
71	:	1771316343.827	     1.130	0	0	0	0	$BIN -f Exp/G10_I200_S0//73.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/73.txt 2>&1
67	:	1771316343.545	     1.460	0	0	0	0	$BIN -f Exp/G10_I200_S0//6.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/6.txt 2>&1
74	:	1771316344.674	     1.096	0	0	0	0	$BIN -f Exp/G10_I200_S0//76.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/76.txt 2>&1
68	:	1771316343.549	     2.345	0	0	0	0	$BIN -f Exp/G10_I200_S0//70.csv -opt 2 -n 30 -t 10 -v 0 >"$OUT_DIR"/70.txt 2>&1
