Initiator,Receiver
1,6
4,6
4,2
1,3
0,6
0,6
0,6
0,6
0,6
4,6
4,6
1,3
4,6
0,5
2,6
0,1
0,1
0,1
0,1
0,1
0,4
0,4
0,4
0,4
0,4
0,3
0,3
1,0
1,0
1,0
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,4
1,2
1,2
1,2
1,2
1,2
1,2
1,2
1,3
4,0
4,0
4,0
4,0
4,0
4,0
4,1
4,1
4,1
4,1
4,1
4,2
4,2
4,3
2,0
2,0
2,0
2,1
2,1
2,1
2,1
2,1
2,4
2,4
2,4
2,4
2,4
